x,y,cell,longitude,latitude,year,swh_winter,swh_spring,swh_summer,swh_fall
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1984,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1985,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1986,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1987,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1988,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1989,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1990,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1991,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1992,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1993,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1994,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1995,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1996,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1997,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1998,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,1999,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2000,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2001,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2002,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2003,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2004,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2005,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2006,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2007,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2008,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2009,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2010,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2011,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2012,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2013,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2014,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2015,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2016,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2017,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2018,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2019,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2020,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2021,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2022,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-72.08691666666667,41.30309523809524,478,-72.086122,41.30302,2023,5.302412318997085e-5,NA,NA,NA
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1949,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1950,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1951,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1952,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1953,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1954,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1955,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1956,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1957,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1958,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1959,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1960,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1961,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1962,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1963,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1964,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1965,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1966,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1967,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1968,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1969,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1970,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1971,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1972,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1973,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1974,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1975,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1976,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1977,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1978,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1979,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1980,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1981,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1982,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1983,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1984,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1985,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1986,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1987,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1988,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1989,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1990,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1991,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1992,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1993,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1994,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1995,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1996,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1997,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1998,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,1999,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2000,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2001,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2002,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2003,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2004,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2005,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2006,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2007,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2008,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2009,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2010,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2011,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2012,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2013,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2014,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2015,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2016,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2017,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2018,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2019,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2020,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2021,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2022,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603512735,41.4770646044823,2023,5.302412318997085e-5,NA,NA,NA
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1949,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1950,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1951,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1952,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1953,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1954,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1955,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1956,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1957,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1958,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1959,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1960,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1961,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1962,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1963,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1964,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1965,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1966,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1967,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1968,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1969,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1970,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1971,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1972,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1973,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1974,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
-71.586875,41.30309523809524,479,-71.36499603443934,41.4770930220363,1975,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5,5.302412318997085e-5
