x,y,cell,longitude,latitude,no3_winter_cellmean,no3_spring_cellmean,no3_summer_cellmean,no3_fall_cellmean,chl_winter_cellmean,chl_spring_cellmean,chl_summer_cellmean,chl_fall_cellmean,po4_winter_cellmean,po4_spring_cellmean,po4_summer_cellmean,po4_fall_cellmean,ph_winter_cellmean,ph_spring_cellmean,ph_summer_cellmean,ph_fall_cellmean,fe_winter_cellmean,fe_spring_cellmean,fe_summer_cellmean,fe_fall_cellmean,si_winter_cellmean,si_spring_cellmean,si_summer_cellmean,si_fall_cellmean
-72,41.25,6202,-72.086122,41.30302,0.729968983639953,NA,NA,NA,1.5973244046652189,NA,NA,NA,0.09227144563951159,NA,NA,NA,8.157346751100274,NA,NA,NA,0.0050792542776914055,NA,NA,NA,8.9237374592852845,NA,NA,NA
-71,41.5,6101,-71.36499603512735,41.4770646044823,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.36499603443934,41.4770930220363,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.3649763888888,41.4771625,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.36290972222216,41.4773986111111,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.362,41.478,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.3616694444444,41.4781861111111,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.3605790080763,41.4777983076676,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.3605790073976,41.4778265132492,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.36027778,41.47833333,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.35983055499995,41.47823472,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.3594166666666,41.4774972222222,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.357,41.476,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.33848,41.450199999999995,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.33143,41.450795,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-71,41.5,6101,-71.313,41.451,0.2538493600904301,NA,NA,NA,1.4151768543386973,NA,NA,NA,0.1230968387937674,NA,NA,NA,8.137335095354306,NA,NA,NA,0.007922813060983856,NA,NA,NA,5.997197635712162,NA,NA,NA
-70.75,42.5,5682,-70.913095,42.338275,2.63947021320302,NA,NA,NA,2.115877593076357,NA,NA,NA,0.32066749436880954,NA,NA,NA,8.099228048837313,NA,NA,NA,0.00419558414448333,NA,NA,NA,6.32128260725288,NA,NA,NA
-70.75,42.5,5682,-70.91286,42.3383575,2.63947021320302,NA,NA,NA,2.115877593076357,NA,NA,NA,0.32066749436880954,NA,NA,NA,8.099228048837313,NA,NA,NA,0.00419558414448333,NA,NA,NA,6.32128260725288,NA,NA,NA
-70.75,42.5,5682,-70.912625,42.33844,2.63947021320302,NA,NA,NA,2.115877593076357,NA,NA,NA,0.32066749436880954,NA,NA,NA,8.099228048837313,NA,NA,NA,0.00419558414448333,NA,NA,NA,6.32128260725288,NA,NA,NA
-70.75,42.5,5682,-70.91259352941177,42.33843088235294,2.63947021320302,NA,NA,NA,2.115877593076357,NA,NA,NA,0.32066749436880954,NA,NA,NA,8.099228048837313,NA,NA,NA,0.00419558414448333,NA,NA,NA,6.32128260725288,NA,NA,NA
-70.75,42.5,5682,-70.9125822,42.3384276,2.63947021320302,NA,NA,NA,2.115877593076357,NA,NA,NA,0.32066749436880954,NA,NA,NA,8.099228048837313,NA,NA,NA,0.00419558414448333,NA,NA,NA,6.32128260725288,NA,NA,NA
-70.75,42.5,5682,-70.91244666666667,42.338388333333334,2.63947021320302,NA,NA,NA,2.115877593076357,NA,NA,NA,0.32066749436880954,NA,NA,NA,8.099228048837313,NA,NA,NA,0.00419558414448333,NA,NA,NA,6.32128260725288,NA,NA,NA
-70.75,42.5,5682,-70.91238722222222,42.33837111111111,2.63947021320302,NA,NA,NA,2.115877593076357,NA,NA,NA,0.32066749436880954,NA,NA,NA,8.099228048837313,NA,NA,NA,0.00419558414448333,NA,NA,NA,6.32128260725288,NA,NA,NA
-70.75,42.5,5682,-70.91235750000001,42.3383625,2.63947021320302,NA,NA,NA,2.115877593076357,NA,NA,NA,0.32066749436880954,NA,NA,NA,8.099228048837313,NA,NA,NA,0.00419558414448333,NA,NA,NA,6.32128260725288,NA,NA,NA
-70.75,42.5,5682,-70.91234827586207,42.3383598275862,2.63947021320302,NA,NA,NA,2.115877593076357,NA,NA,NA,0.32066749436880954,NA,NA,NA,8.099228048837313,NA,NA,NA,0.00419558414448333,NA,NA,NA,6.32128260725288,NA,NA,NA
-70.75,42.5,5682,-70.9123475925926,42.33835962962963,2.63947021320302,NA,NA,NA,2.115877593076357,NA,NA,NA,0.32066749436880954,NA,NA,NA,8.099228048837313,NA,NA,NA,0.00419558414448333,NA,NA,NA,6.32128260725288,NA,NA,NA
