x,y,cell,longitude,latitude,hadsst_winter_cellmean,hadsst_spring_cellmean,hadsst_summer_cellmean,hadsst_fall_cellmean,lag_hadsst_summer_cellmean
-69.5,43.5,493,-69.5997,43.7891,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.59834,43.79362,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.5885,43.77564,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.586964,43.771149,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.5803,43.77567,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.5516,43.8166,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.53466,43.86489,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.5336,43.8698,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.529659,43.862259,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.5166,43.83361,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.506934,43.835355,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.4708,43.8886,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.46879,43.88809,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.4653,43.8942,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.4409,43.8887,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.439068,43.884171,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.4331,43.88869,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.3828,43.91136,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.381,43.9147,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.37804,43.91571,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.378,43.9159,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.3146,43.9116,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.3146,43.9196,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.3091,43.9194,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.30907,43.91941,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.306309,43.875586,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.3008,43.934,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
-69.5,43.5,493,-69.30068,43.93412,5.6097759744856095,5.658404089309074,16.11249639751675,13.040394658440942,16.11249639751675
