x,y,cell,longitude,latitude,oisst_winter_cellmean,oisst_spring_cellmean,oisst_summer_cellmean,oisst_fall_cellmean,lag_oisst_summer_cellmean
-72.125,41.125,4909,-72.086122,41.30302,6.151855889594916,7.364561985629473,19.15140486133191,16.61120499012082,19.15140486133191
-71.375,41.375,4810,-71.36499603512735,41.4770646044823,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.36499603443934,41.4770930220363,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.3649763888888,41.4771625,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.36290972222216,41.4773986111111,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.362,41.478,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.3616694444444,41.4781861111111,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.3605790080763,41.4777983076676,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.3605790073976,41.4778265132492,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.36027778,41.47833333,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.35983055499995,41.47823472,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.3594166666666,41.4774972222222,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.357,41.476,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.33848,41.450199999999995,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.33143,41.450795,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-71.375,41.375,4810,-71.313,41.451,6.483692522301818,7.271722594896953,18.640329501425573,16.025697796843772,18.640329501425573
-70.875,42.375,4404,-70.913095,42.338275,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.91286,42.3383575,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.912625,42.33844,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.91259352941177,42.33843088235294,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.9125822,42.3384276,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.91244666666667,42.338388333333334,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.91238722222222,42.33837111111111,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.91235750000001,42.3383625,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.91234827586207,42.3383598275862,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.9123475925926,42.33835962962963,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.91232982758622,42.33835448275862,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.91209,42.338285,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.90753,42.34315,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.90729,42.343055,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.90719,42.416245,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.90716,42.416375,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.907135,42.343535,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.907045,42.34298,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.90703500000001,42.418383250000005,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
-70.875,42.375,4404,-70.907035,42.34224,5.339223744291248,6.512480136960051,17.095598072968713,13.573003584100295,17.095598072968713
