x,y,cell,longitude,latitude,kd490_winter_cellmean,kd490_spring_cellmean,kd490_summer_cellmean,kd490_fall_cellmean
-72.10416364916865,41.27083282896926,111142,-72.086122,41.30302,0.2704239348570506,0.5829685665667057,0.8647725560047008,0.47180085877577466
-71.35416353057704,41.43749946722105,109612,-71.36499603512735,41.4770646044823,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.36499603443934,41.4770930220363,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.3649763888888,41.4771625,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.36290972222216,41.4773986111111,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.362,41.478,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.3616694444444,41.4781861111111,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.3605790080763,41.4777983076676,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.3605790073976,41.4778265132492,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.36027778,41.47833333,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.35983055499995,41.47823472,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.3594166666666,41.4774972222222,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.357,41.476,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.35416353057704,41.43749946722105,109612,-71.33848,41.450199999999995,0.22145273263255755,0.26427619368360755,0.39712975670893985,0.46035509229752053
-71.31249685732195,41.43749946722105,109613,-71.33143,41.450795,0.21925606528917949,0.2582832104281375,0.3913741980989774,0.42368140581407043
-71.31249685732195,41.43749946722105,109613,-71.313,41.451,0.21925606528917949,0.2582832104281375,0.3913741980989774,0.42368140581407043
-70.89583012477104,42.354165977605895,101109,-70.913095,42.338275,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.91286,42.3383575,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.912625,42.33844,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.91259352941177,42.33843088235294,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.9125822,42.3384276,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.91244666666667,42.338388333333334,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.91238722222222,42.33837111111111,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.91235750000001,42.3383625,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.91234827586207,42.3383598275862,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.9123475925926,42.33835962962963,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.91232982758622,42.33835448275862,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.91209,42.338285,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.90753,42.34315,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.90729,42.343055,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.907135,42.343535,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.907045,42.34298,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.907035,42.34224,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.90702357142857,42.34316857142857,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.906995,42.34342,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.90696750000001,42.3434225,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.90695111111111,42.34343740740741,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.9069475,42.343455,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
-70.89583012477104,42.354165977605895,101109,-70.90694435483871,42.34347032258064,0.22555497400462626,0.5261618668834368,0.5905618013120165,0.6504625978699902
